ID,value
Fund 3-Fund 14,0.8446391083747227
Fund 3-Fund 15,0.7063825392259372
Fund 3-Fund 16,0.8194130759476035
Fund 3-Fund 17,0.8693538370620163
Fund 3-Fund 18,0.7797681955411744
Fund 3-Fund 19,0.7948188828731357
Fund 3-Fund 20,0.7155315983987396
Fund 3-Fund 21,0.7411924760515338
Fund 3-Fund 22,0.7859752788962675
Fund 3-Fund 23,0.6647786147526713
Fund 3-Fund 24,0.6943988454631871
Fund 3-Fund 25,0.7090513367410263
Fund 3-Fund 26,0.6937680830462479
Fund 3-Fund 27,0.8412362378917593
Fund 3-Fund 28,0.8265989175974584
Fund 3-Fund 29,0.620825407531246
Fund 3-Fund 30,0.7175805793549659
Fund 3-Fund 31,0.8243786879102588
Fund 3-Fund 32,0.827553178636153
Fund 3-Fund 33,0.7659366845189454
Fund 3-Fund 34,0.8071947593216411
Fund 3-Fund 35,0.7717210234074265
Fund 3-Fund 36,0.6428979748762004
Fund 3-Fund 37,0.6808453897020038
Fund 3-Fund 38,0.7972502913398604
Fund 3-Fund 39,0.7437785952277635
Fund 3-Fund 40,0.7954741117285744
Fund 3-Fund 41,0.7907701292682271
Fund 3-Fund 42,0.723658939997693
Fund 3-Fund 43,0.7881619433953199
Fund 3-Fund 44,0.7266975591420678
Fund 3-Fund 45,0.8509363387411862
Fund 3-Fund 46,0.7695343647000019
Fund 3-Fund 47,0.8726379593322118
Fund 3-Fund 48,0.7229678673299392
Fund 3-Fund 49,0.7830225011535213
Fund 3-Fund 50,0.7907701292682271
Fund 3-Fund 51,0.8276754794888942
Fund 3-Fund 52,0.7540549132504131
Fund 3-Fund 53,0.8452710379445377
Fund 3-Fund 54,0.8194130759476035
Fund 3-Fund 55,0.7748342080815726
Fund 3-Fund 56,0.8054099506756616
Fund 3-Fund 57,0.7954741117285744
Fund 3-Fund 58,0.8040054260325016
Fund 3-Fund 59,0.8071947593216411
Fund 3-Fund 60,0.8194130759476035
Fund 3-Fund 61,0.8245766759432949
Fund 3-Fund 62,0.7421610886269615
Fund 3-Fund 63,0.8222791347434953
Fund 3-Fund 64,0.827553178636153
Fund 3-Fund 65,0.7807623524069505
Fund 3-Fund 66,0.852422805138019
Fund 3-Fund 67,0.8334525411284629
Fund 3-Fund 68,0.758257410953388
Fund 3-Fund 69,0.8071947593216411
Fund 3-Fund 70,0.6329864550317668
Fund 3-Fund 71,0.691421355629081
Fund 3-Fund 72,0.7560474683598378
Fund 3-Fund 73,0.8256855520623749
Fund 3-Fund 74,0.79425048886047
Fund 3-Fund 75,0.8222791347434953
Fund 3-Fund 76,0.6756855638467356
Fund 3-Fund 77,0.8040202685957463
Fund 3-Fund 78,0.8334525411284629
Fund 3-Fund 79,0.8222791347434953
Fund 3-Fund 80,0.731652710920256
Fund 3-Fund 81,0.7279585022661806
Fund 3-Fund 82,0.7042432108668499
Fund 3-Fund 83,0.7910968322841566
Fund 3-Fund 84,0.8099032582949891
Fund 3-Fund 85,0.7876547382524502
Fund 3-Fund 86,0.70832099805534
Fund 3-Fund 87,0.8300628315067917
Fund 3-Fund 88,0.8161208994682199
Fund 3-Fund 89,0.7669261788270947
Fund 3-Fund 90,0.7303923126595079
Fund 3-Fund 91,0.7550657861285731
Fund 3-Fund 92,0.7728367727094465
Fund 3-Fund 93,0.8043287005257491
Fund 3-Fund 94,0.6148062467196782
Fund 3-Fund 95,0.7621351310490138
Fund 3-Fund 96,0.7321297384229667
Fund 3-Fund 97,0.7676065279037381
Fund 3-Fund 98,0.8612448992217202
Fund 3-Fund 99,0.8194130759476035
Fund 3-Fund 100,0.8401902661941562
Fund 3-Fund 101,0.8279839114188968
Fund 3-Fund 102,0.7321297384229667
Fund 3-Fund 103,0.8099032582949891
Fund 3-Fund 104,0.7834588503670742
Fund 3-Fund 105,0.791685922860561
Fund 3-Fund 106,0.7424004803860241
Fund 3-Fund 107,0.8248851078732974
Fund 3-Fund 108,0.758257410953388
Fund 3-Fund 109,0.827553178636153
Fund 3-Fund 110,0.7595291579192118
Fund 3-Fund 111,0.8524180647538068
Fund 3-Fund 112,0.8308499702147883
Fund 3-Fund 113,0.8009145815817249
Fund 3-Fund 114,0.8408282658937917
Fund 3-Fund 115,0.8034469112258962
Fund 3-Fund 116,0.7848243561693848
Fund 3-Fund 117,0.7989195493574388
Fund 3-Fund 118,0.8222791347434953
Fund 3-Fund 119,0.7295592358488607
Fund 3-Fund 120,0.6888131697561732
Fund 3-Fund 121,0.7811047700900211
Fund 3-Fund 122,0.8574862609082889
Fund 3-Fund 123,0.8282417843418801
Fund 3-Fund 124,0.8386336669780847
Fund 3-Fund 125,0.7481734002830741
Fund 3-Fund 126,0.850621805330842
Fund 3-Fund 127,0.8380357922644036
Fund 3-Fund 128,0.8412362378917593
Fund 3-Fund 129,0.8071947593216411
Fund 3-Fund 130,0.7080544509457394
Fund 3-Fund 131,0.7106626368186469
Fund 3-Fund 132,0.6578181436918247
Fund 3-Fund 133,0.7683938945663369
Fund 3-Fund 134,0.7913844300645781
Fund 3-Fund 135,0.8309595959550324
Fund 3-Fund 136,0.8486855478235915
Fund 3-Fund 137,0.8334525411284629
Fund 3-Fund 138,0.6028333078338849
Fund 3-Fund 139,0.6972916690183725
Fund 3-Fund 140,0.6745704796601273
Fund 3-Fund 141,0.6678094589325129
Fund 3-Fund 142,0.8064442708728082
Fund 3-Fund 143,0.7374045942851715
Fund 3-Fund 144,0.8431526419778899
Fund 3-Fund 145,0.6716979991116233
Fund 3-Fund 146,0.8194130759476035
Fund 3-Fund 147,0.7989195493574388
Fund 3-Fund 148,0.815683384135475
Fund 3-Fund 149,0.8176773188788081
Fund 3-Fund 150,0.7742022785117573
Fund 3-Fund 151,0.6871723324382282
Fund 3-Fund 152,0.848516241809555
Fund 3-Fund 153,0.8071947593216411
Fund 3-Fund 154,0.7697737564590645
Fund 3-Fund 155,0.8040202685957463
Fund 3-Fund 156,0.7306537711152485
Fund 3-Fund 157,0.7520610045656958
Fund 3-Fund 158,0.7759464680865864
Fund 3-Fund 159,0.7855572027789101
Fund 3-Fund 160,0.8222791347434953
Fund 3-Fund 161,0.7848243561693848
Fund 3-Fund 162,0.8353368753994493
Fund 3-Fund 163,0.7201018085340479
Fund 3-Fund 164,0.691280588581638
Fund 3-Fund 165,0.754272331749232
Fund 3-Fund 166,0.8726379593322118
Fund 3-Fund 167,0.7200823973519581
Fund 3-Fund 168,0.7695343647000019
Fund 3-Fund 169,0.7913844300645781
Fund 3-Fund 170,0.8300628315067917
Fund 3-Fund 171,0.8528935212539718
Fund 3-Fund 172,0.8149784560849387
Fund 3-Fund 173,0.8068290359957272
Fund 3-Fund 174,0.8409018510602951
Fund 3-Fund 175,0.7421610886269615
Fund 3-Fund 176,0.755391352157497
Fund 3-Fund 177,0.7920163596343932
Fund 3-Fund 178,0.8548802877784876
Fund 3-Fund 179,0.8922434074059614
Fund 3-Fund 180,0.7961891455118747
Fund 3-Fund 181,0.7794152050010743
Fund 3-Fund 182,0.7616615367365929
Fund 3-Fund 183,0.8409018510602951
Fund 3-Fund 184,0.810528424053434
Fund 3-Fund 185,0.8305864823325714
Fund 3-Fund 186,0.7166239243244148
Fund 3-Fund 187,0.8067702982824145
Fund 3-Fund 188,0.8043287005257491
Fund 3-Fund 189,0.6924873893946406
Fund 3-Fund 190,0.7916423029875626
Fund 3-Fund 191,0.7659366845189454
Fund 3-Fund 192,0.8279839114188968
Fund 3-Fund 193,0.7690559809555649
Fund 3-Fund 194,0.8465590592967693
Fund 3-Fund 195,0.8307344028551923
Fund 3-Fund 196,0.7460410214656931
Fund 3-Fund 197,0.7295592358488607
Fund 3-Fund 198,0.6785580443952396
Fund 3-Fund 199,0.7287568160518767
Fund 3-Fund 200,0.703473628706339
Fund 4-Fund 5,0.8740154177846367
Fund 4-Fund 6,0.6193300062040219
Fund 4-Fund 7,0.6442175340015136
Fund 4-Fund 8,0.6198984915679282
Fund 4-Fund 9,0.8291950749140679
Fund 4-Fund 10,0.8280456441765919
Fund 4-Fund 11,0.7303288180093718
Fund 4-Fund 12,0.7076068787758325
Fund 4-Fund 13,0.8413921513249693
Fund 4-Fund 14,0.8885803644935125
Fund 4-Fund 15,0.6771810171975395
Fund 4-Fund 16,0.8735305388497514
Fund 4-Fund 17,0.8612448992217202
Fund 4-Fund 18,0.8517057970525935
Fund 4-Fund 19,0.7937066228681218
Fund 4-Fund 20,0.725406400994154
Fund 4-Fund 21,0.7395516387335886
Fund 4-Fund 22,0.7937066228681218
Fund 4-Fund 23,0.6398260439944637
Fund 4-Fund 24,0.7455652144101663
Fund 4-Fund 25,0.8308443552555548
Fund 4-Fund 26,0.7095038338392042
Fund 4-Fund 27,0.7847886794565587
Fund 4-Fund 28,0.8535177309842913
Fund 4-Fund 29,0.6829549257567937
Fund 4-Fund 30,0.7227982151212463
Fund 4-Fund 31,0.8305864823325714
Fund 4-Fund 32,0.8245552213131836
Fund 4-Fund 33,0.8317829014910194
Fund 4-Fund 34,0.8366328624424731
Fund 4-Fund 35,0.7937066228681218
Fund 4-Fund 36,0.5950109637704364
Fund 4-Fund 37,0.8128173253395835
Fund 4-Fund 38,0.8401526060955797
Fund 4-Fund 39,0.7813135202983713
Fund 4-Fund 40,0.8245573179988727
Fund 4-Fund 41,0.8366443848459009
Fund 4-Fund 42,0.7432733486319754
Fund 4-Fund 43,0.8624614907681085
Fund 4-Fund 44,0.7866282136822328
Fund 4-Fund 45,0.8548802877784876
Fund 4-Fund 46,0.7913598954509549
Fund 4-Fund 47,0.8787458644866487
Fund 4-Fund 48,0.7941086059262636
Fund 4-Fund 49,0.8538506907081211
Fund 4-Fund 50,0.835727546655484
Fund 4-Fund 51,0.8889437578204883
Fund 4-Fund 52,0.8548802877784876
Fund 4-Fund 53,0.8523833122170139
Fund 4-Fund 54,0.8733478856507622
Fund 4-Fund 55,0.7811047700900211
Fund 4-Fund 56,0.7818746124119644
Fund 4-Fund 57,0.8446391083747227
Fund 4-Fund 58,0.8797019152489401
Fund 4-Fund 59,0.8328951614960332
Fund 4-Fund 60,0.866369988038144
Fund 4-Fund 61,0.8190992595247262
Fund 4-Fund 62,0.78761204735521
Fund 4-Fund 63,0.8927657368510207
Fund 4-Fund 64,0.9003521092006422
Fund 4-Fund 65,0.8150151063441005
Fund 4-Fund 66,0.8446391083747227
Fund 4-Fund 67,0.8387690111851842
Fund 4-Fund 68,0.806182812417068
Fund 4-Fund 69,0.7989195493574388
Fund 4-Fund 70,0.6565783799627664
Fund 4-Fund 71,0.6315739929939721
Fund 4-Fund 72,0.7933166649633706
Fund 4-Fund 73,0.8377352638519109
Fund 4-Fund 74,0.8544826202779363
Fund 4-Fund 75,0.8895514415093682
Fund 4-Fund 76,0.6737894021896865
Fund 4-Fund 77,0.8457417540604906
Fund 4-Fund 78,0.8573486790738277
Fund 4-Fund 79,0.8544826202779363
